lemma,total_count,n_wordforms,wordforms_top5,H,D
vereinigt,3,1,vereinigten:3,-1.000088900581841e-12,0.9999999999989999
verlassen,3,1,verlassen:3,-1.000088900581841e-12,0.9999999999989999
verlust,3,2,verlust:2; verluste:1,0.6365141682928128,1.79999999999676
verschieden,4,2,verschiedenen:2; verschiedene:2,0.6931471805579453,1.999999999996
versuchen,5,2,versuchen:3; versucht:2,0.6730116670072565,1.923076923073225
viel,3,1,viel:3,-1.000088900581841e-12,0.9999999999989999
viele,4,2,viele:2; vieles:2,0.6931471805579453,1.999999999996
vieler,7,1,viele:7,-1.000088900581841e-12,0.9999999999989999
vielleicht,9,1,vielleicht:9,-1.000088900581841e-12,0.9999999999989999
vier,3,1,vier:3,-1.000088900581841e-12,0.9999999999989999
voll,7,3,vollen:5; voll:1; volle:1,0.796311640170813,1.814814814811521
von,107,2,von:102; vom:5,0.18876886700975523,1.0978041998261991
vor,19,1,vor:19,-1.000088900581841e-12,0.9999999999989999
wade,6,1,wade:6,-1.000088900581841e-12,0.9999999999989999
wahr,3,3,wahr:1; wahren:1; wahrer:1,1.0986122886651097,2.9999999999910005
wahrscheinlich,4,1,wahrscheinlich:4,-1.000088900581841e-12,0.9999999999989999
was,15,1,was:15,-1.000088900581841e-12,0.9999999999989999
weil,10,1,weil:10,-1.000088900581841e-12,0.9999999999989999
weise,6,1,weise:6,-1.000088900581841e-12,0.9999999999989999
weit,4,2,weitere:2; weit:2,0.6931471805579453,1.999999999996
weiß,8,3,weißen:4; weiß:2; weiße:2,1.039720770836918,2.6666666666595558
welt,5,1,welt:5,-1.000088900581841e-12,0.9999999999989999
weltraum,3,1,weltraum:3,-1.000088900581841e-12,0.9999999999989999
weniger,4,1,weniger:4,-1.000088900581841e-12,0.9999999999989999
wenn,21,1,wenn:21,-1.000088900581841e-12,0.9999999999989999
wer,3,1,was:3,-1.000088900581841e-12,0.9999999999989999
werden,132,9,werden:42; wurde:33; wird:22; wurden:15; würde:11,1.73624603939084,4.701565029659492
werfen,5,1,werfen:5,-1.000088900581841e-12,0.9999999999989999
wert,3,1,wert:3,-1.000088900581841e-12,0.9999999999989999
westlich,3,3,westlichen:1; westlicher:1; westliche:1,1.0986122886651097,2.9999999999910005
wichtig,4,2,wichtig:3; wichtigste:1,0.5623351446168083,1.5999999999974401
wie,36,1,wie:36,-1.000088900581841e-12,0.9999999999989999
wieder,8,1,wieder:8,-1.000088900581841e-12,0.9999999999989999
wind,3,1,wind:3,-1.000088900581841e-12,0.9999999999989999
wir,36,1,wir:36,-1.000088900581841e-12,0.9999999999989999
wirklich,13,2,wirklich:12; wirkliche:1,0.2711893730398441,1.1655172413779518
wissen,14,2,wissen:8; weiß:6,0.6829081046984717,1.9599999999961588
wo,7,1,wo:7,-1.000088900581841e-12,0.9999999999989999
woche,5,2,woche:3; wochen:2,0.6730116670072565,1.923076923073225
wollen,9,4,wollte:3; wollen:3; will:2; wollten:1,1.310783678095714,3.5217391304223806
wort,5,4,wort:2; worten:1; wortes:1; worte:1,1.3321790402061222,3.5714285714158165
wussten,4,1,wusste:4,-1.000088900581841e-12,0.9999999999989999
während,9,1,während:9,-1.000088900581841e-12,0.9999999999989999
y,3,1,y:3,-1.000088900581841e-12,0.9999999999989999
yeah,7,1,yeah:7,-1.000088900581841e-12,0.9999999999989999
york,4,1,york:4,-1.000088900581841e-12,0.9999999999989999
you,3,1,you:3,-1.000088900581841e-12,0.9999999999989999
zeigen,6,2,zeigen:3; zeigt:3,0.6931471805579453,1.999999999996
zeit,7,2,zeit:6; zeiten:1,0.41011631828640904,1.3243243243225706
ziehen,7,3,zogen:5; ziehen:1; gezogen:1,0.796311640170813,1.814814814811521
ziel,4,2,ziele:3; ziel:1,0.5623351446168083,1.5999999999974401
ziemlich,4,1,ziemlich:4,-1.000088900581841e-12,0.9999999999989999
zu,137,3,zu:120; zum:11; zur:6,0.4555545466280744,1.2893453321409492
zurückgeben,3,2,zurückgab:2; zurückgeben:1,0.6365141682928128,1.79999999999676
zusätzlich,3,2,zusätzlicher:2; zusätzliche:1,0.6365141682928128,1.79999999999676
zwei,13,1,zwei:13,-1.000088900581841e-12,0.9999999999989999
zwischen,4,1,zwischen:4,-1.000088900581841e-12,0.9999999999989999
ähnlich,4,2,ähnliches:2; ähnlicher:2,0.6931471805579453,1.999999999996
über,20,1,über:20,-1.000088900581841e-12,0.9999999999989999
überwachen,3,2,überwachte:2; überwachen:1,0.6365141682928128,1.79999999999676
